"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 20 20:15:20 GMT 2024","Tue Feb 20 20:15:21 GMT 2024","268","","bookstore.automation.api.tests.RegisterTest","","bookstore.automation.api.tests.RegisterTest","createAnAccountWithAPasswordThatDoesNotContainSpecialCharacters","Create an account with a password that does not contain special characters return - 400",""
"passed","Tue Feb 20 20:15:19 GMT 2024","Tue Feb 20 20:15:19 GMT 2024","490","","bookstore.automation.api.tests.RegisterTest","","bookstore.automation.api.tests.RegisterTest","newAccountRegistration","Registration of a new account return - 201",""
"passed","Tue Feb 20 20:15:23 GMT 2024","Tue Feb 20 20:15:24 GMT 2024","1453","","bookstore.automation.api.tests.DeleteAccountTest","","bookstore.automation.api.tests.DeleteAccountTest","deletNonExistentUser","Delet non-existent user return code - 1207",""
"passed","Tue Feb 20 20:15:18 GMT 2024","Tue Feb 20 20:15:18 GMT 2024","623","","bookstore.automation.api.tests.LoginTest","","bookstore.automation.api.tests.LoginTest","loginWithInvalidUsername","Login with invalid username return - 400",""
"passed","Tue Feb 20 20:15:16 GMT 2024","Tue Feb 20 20:15:17 GMT 2024","649","","bookstore.automation.api.tests.LoginTest","","bookstore.automation.api.tests.LoginTest","loginWithInvalidPassword","Login with invalid password return - 400",""
"passed","Tue Feb 20 20:15:21 GMT 2024","Tue Feb 20 20:15:23 GMT 2024","1494","","bookstore.automation.api.tests.DeleteAccountTest","","bookstore.automation.api.tests.DeleteAccountTest","deleteAccount","Delete account return - 204",""
"passed","Tue Feb 20 20:15:21 GMT 2024","Tue Feb 20 20:15:21 GMT 2024","362","","bookstore.automation.api.tests.BooksTest","","bookstore.automation.api.tests.BooksTest","accessAListOfAvailableBooks","Access a list of available books return - 200",""
"passed","Tue Feb 20 20:15:13 GMT 2024","Tue Feb 20 20:15:16 GMT 2024","3594","","bookstore.automation.api.tests.LoginTest","","bookstore.automation.api.tests.LoginTest","loginWithInvalidUsernameAndPassword","Login with invalid username and password  return - 400",""
"passed","Tue Feb 20 20:15:19 GMT 2024","Tue Feb 20 20:15:20 GMT 2024","466","","bookstore.automation.api.tests.RegisterTest","","bookstore.automation.api.tests.RegisterTest","createAnAccountWithTheSameDataAsAnExistingAccount","Create an account with the same data as an existing account return - 400",""
"passed","Tue Feb 20 20:15:20 GMT 2024","Tue Feb 20 20:15:20 GMT 2024","284","","bookstore.automation.api.tests.RegisterTest","","bookstore.automation.api.tests.RegisterTest","createAnAccountWithBlankUserName","Create an account with blank userName return - 400",""
"passed","Tue Feb 20 20:15:20 GMT 2024","Tue Feb 20 20:15:20 GMT 2024","293","","bookstore.automation.api.tests.RegisterTest","","bookstore.automation.api.tests.RegisterTest","createAnAccountWithBlankPassword","Create an account with blank password return - 400",""
"passed","Tue Feb 20 20:15:17 GMT 2024","Tue Feb 20 20:15:18 GMT 2024","707","","bookstore.automation.api.tests.LoginTest","","bookstore.automation.api.tests.LoginTest","loginSuccessfully","Login successfully return - 200",""
"passed","Tue Feb 20 20:15:20 GMT 2024","Tue Feb 20 20:15:20 GMT 2024","315","","bookstore.automation.api.tests.RegisterTest","","bookstore.automation.api.tests.RegisterTest","createAnAccountWithBlankUsernameAndPassword","Create an account with blank username and password return - 400",""
